OCCUPATION_TYPE;EXT_SOURCE_3;AMT_REQ_CREDIT_BUREAU_HOUR;AMT_REQ_CREDIT_BUREAU_DAY;AMT_REQ_CREDIT_BUREAU_WEEK;AMT_REQ_CREDIT_BUREAU_MON;AMT_REQ_CREDIT_BUREAU_QRT;AMT_REQ_CREDIT_BUREAU_YEAR;NAME_TYPE_SUITE;OBS_30_CNT_SOCIAL_CIRCLE;DEF_30_CNT_SOCIAL_CIRCLE;OBS_60_CNT_SOCIAL_CIRCLE;DEF_60_CNT_SOCIAL_CIRCLE;EXT_SOURCE_2;AMT_GOODS_PRICE;AMT_ANNUITY;CNT_FAM_MEMBERS;DAYS_LAST_PHONE_CHANGE;CNT_CHILDREN;FLAG_DOCUMENT_8;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_CAR;FLAG_DOCUMENT_2;FLAG_DOCUMENT_3;FLAG_DOCUMENT_4;FLAG_DOCUMENT_5;FLAG_DOCUMENT_6;FLAG_DOCUMENT_7;FLAG_DOCUMENT_9;FLAG_DOCUMENT_21;FLAG_DOCUMENT_10;FLAG_DOCUMENT_11;FLAG_OWN_REALTY;FLAG_DOCUMENT_13;FLAG_DOCUMENT_14;FLAG_DOCUMENT_15;FLAG_DOCUMENT_16;FLAG_DOCUMENT_17;FLAG_DOCUMENT_18;FLAG_DOCUMENT_19;FLAG_DOCUMENT_20;FLAG_DOCUMENT_12;AMT_CREDIT;AMT_INCOME_TOTAL;FLAG_PHONE;LIVE_CITY_NOT_WORK_CITY;REG_CITY_NOT_WORK_CITY;TARGET;REG_CITY_NOT_LIVE_CITY;LIVE_REGION_NOT_WORK_REGION;REG_REGION_NOT_WORK_REGION;REG_REGION_NOT_LIVE_REGION;HOUR_APPR_PROCESS_START;WEEKDAY_APPR_PROCESS_START;REGION_RATING_CLIENT_W_CITY;REGION_RATING_CLIENT;FLAG_EMAIL;FLAG_CONT_MOBILE;ORGANIZATION_TYPE;FLAG_WORK_PHONE;FLAG_EMP_PHONE;FLAG_MOBIL;DAYS_ID_PUBLISH;DAYS_REGISTRATION;DAYS_EMPLOYED;DAYS_BIRTH;REGION_POPULATION_RELATIVE;NAME_HOUSING_TYPE;NAME_FAMILY_STATUS;NAME_EDUCATION_TYPE;NAME_INCOME_TYPE;SK_ID_CURR;AGE
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5267695171272786;1084500.0;35973.0;2.0;-1477.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1084500.0;81000.0;0;0;0;1;0;0;0;0;8;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-5739;-7999.0;-1681.0;-22188;0.010006;House / apartment;Married;Higher education;Pensioner;417618;60
Sales staff;0.7922644738669378;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5646717621530153;679500.0;19867.5;3.0;-1074.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;679500.0;67500.0;1;1;1;0;0;0;0;0;10;THURSDAY;2;2;0;1;Trade;1;1;1;-4778;-1846.0;-2243.0;-16100;0.018801;House / apartment;Married;Secondary / secondary special;Commercial associate;446104;44
Sales staff;0.3296550543128238;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.13764763586563;157500.0;16960.5;1.0;0.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;157500.0;112500.0;1;0;0;0;0;0;0;0;11;TUESDAY;3;3;0;1;Business Entity;1;1;1;-2295;-2281.0;-972.0;-9935;0.020713;With parents;Single / not married;Higher education;Working;223664;27
Unknown;0.5620604831738043;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5715555046403424;450000.0;22018.5;2.0;-1678.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;450000.0;135000.0;1;0;0;0;0;0;0;0;6;MONDAY;2;2;1;1;Transport;0;1;1;-2604;-5018.0;-717.0;-10473;0.0145199999999999;House / apartment;Married;Secondary / secondary special;State servant;152300;28
Unknown;0.3842068130556564;0.0;0.0;0.0;2.0;0.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3605827703387404;450000.0;59044.5;3.0;-43.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;497520.0;405000.0;0;0;0;0;0;1;1;0;16;MONDAY;1;1;0;1;Construction;0;1;1;-3331;-384.0;-375.0;-10643;0.032561;House / apartment;Married;Higher education;Commercial associate;222441;29
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6852515782853295;472500.0;21406.5;3.0;-1651.0;1;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;659610.0;90000.0;0;0;0;0;0;0;0;0;9;FRIDAY;2;2;0;1;Other;0;1;1;-59;-55.0;-3193.0;-16507;0.035792;House / apartment;Married;Higher education;Commercial associate;247241;45
Cooking staff;0.4418358231994413;0.0;0.0;0.0;0.0;0.0;1.0;Family;2.0;0.0;2.0;0.0;0.7195161819298735;270000.0;23926.5;2.0;-380.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;327024.0;157500.0;0;0;0;0;0;0;0;0;9;MONDAY;2;2;0;1;School;0;1;1;-3187;-3160.0;-2685.0;-13304;0.0096569999999999;House / apartment;Married;Secondary / secondary special;Working;385075;36
Sales staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7127236917387901;112500.0;11947.5;4.0;0.0;2;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;112500.0;81000.0;1;0;0;0;0;0;0;0;10;MONDAY;2;2;0;1;Business Entity;1;1;1;-3590;-3307.0;-2273.0;-10913;0.02461;House / apartment;Married;Higher education;Commercial associate;264277;29
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5565436211826176;261000.0;19413.0;4.0;-1156.0;2;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;288562.5;135000.0;0;1;1;0;0;0;0;0;10;TUESDAY;2;2;0;1;Construction;0;1;1;-2981;-1037.0;-8965.0;-19446;0.010147;House / apartment;Married;Secondary / secondary special;Working;347928;53
Managers;0.5460231970049609;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;3.0;0.0;3.0;0.0;0.5467652934316535;481500.0;26046.0;4.0;-147.0;2;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;538704.0;112500.0;0;1;1;0;0;0;0;0;13;THURSDAY;2;2;0;1;Restaurant;0;1;1;-275;-156.0;-1253.0;-14738;0.0228;House / apartment;Married;Secondary / secondary special;Commercial associate;156315;40
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6305156006369708;288000.0;19476.0;3.0;0.0;2;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;318411.0;112500.0;1;0;0;0;0;1;1;0;18;TUESDAY;1;1;0;1;Other;0;1;1;-5157;-5278.0;-3984.0;-14375;0.04622;House / apartment;Single / not married;Secondary / secondary special;Commercial associate;153453;39
High skill tech staff;0.4170996682522097;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6632264589703282;495000.0;28404.0;3.0;-989.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;553806.0;180000.0;0;1;1;0;0;0;0;0;11;FRIDAY;2;2;0;1;Business Entity;0;1;1;-4063;-562.0;-186.0;-13189;0.0084739999999999;House / apartment;Married;Secondary / secondary special;Working;197158;36
High skill tech staff;0.6971469077844458;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7194146681670862;450000.0;22086.0;1.0;-1815.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;521280.0;180000.0;1;0;0;0;0;0;0;0;13;THURSDAY;2;2;0;1;Business Entity;1;1;1;-1108;-11367.0;-3168.0;-17576;0.02461;House / apartment;Single / not married;Secondary / secondary special;Commercial associate;443687;48
Sales staff;0.3944954053123993;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;1.0;0.0;1.0;0.0;0.7005305401205288;202500.0;10125.0;2.0;-1524.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;202500.0;90000.0;0;0;0;0;0;0;0;0;11;MONDAY;2;2;0;1;Business Entity;0;1;1;-1773;-1724.0;-791.0;-12273;0.003813;House / apartment;Married;Secondary / secondary special;Working;302159;33
Accountants;0.4668640059537032;0.0;0.0;0.0;0.0;4.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6475774254606734;1125000.0;33025.5;1.0;-86.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1125000.0;202500.0;0;1;1;0;1;0;0;0;15;WEDNESDAY;2;2;0;1;Business Entity;0;1;1;-306;-8310.0;-515.0;-16815;0.026392;House / apartment;Separated;Higher education;Commercial associate;223572;46
Unknown;0.4992720153045617;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;5.0;0.0;5.0;0.0;0.1926083397975429;225000.0;9985.5;1.0;-2.0;0;0;Cash loans;F;N;0;0;0;0;1;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;269550.0;67500.0;0;0;0;0;0;0;0;0;9;THURSDAY;2;2;0;1;Unknown;0;0;1;-3421;-3246.0;-1681.0;-21617;0.025164;House / apartment;Widow;Secondary / secondary special;Pensioner;390581;59
Cleaning staff;0.0005272652387098;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3444432757455808;810000.0;31302.0;2.0;-709.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;970380.0;202500.0;1;0;0;0;0;0;0;0;17;MONDAY;2;2;0;1;Construction;0;1;1;-1088;-9498.0;-1486.0;-10520;0.010006;House / apartment;Married;Secondary / secondary special;Working;207407;28
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5391031094398469;904500.0;28399.5;2.0;-1456.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;904500.0;225000.0;1;0;0;0;0;0;0;0;7;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-4829;-10262.0;-1681.0;-22984;0.0145199999999999;House / apartment;Married;Higher education;Pensioner;183072;62
Laborers;0.3474182272002641;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6358130567937719;675000.0;21906.0;1.0;-805.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;675000.0;121500.0;0;0;0;0;0;0;0;0;15;MONDAY;2;2;0;1;Construction;0;1;1;-709;-6467.0;-433.0;-17175;0.0196889999999999;Co-op apartment;Separated;Secondary / secondary special;Commercial associate;415002;47
Medicine staff;0.1482543790610911;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1703080016699015;315000.0;15750.0;1.0;-491.0;0;0;Revolving loans;F;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;315000.0;112500.0;0;0;0;0;0;0;0;0;9;THURSDAY;2;2;0;1;Transport;0;1;1;-5126;-3075.0;-2278.0;-14200;0.025164;House / apartment;Single / not married;Secondary / secondary special;Commercial associate;109938;38
Security staff;0.3328505641648731;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.6565667219878174;679500.0;19998.0;1.0;-1916.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;679500.0;180000.0;0;0;0;0;0;0;0;0;14;TUESDAY;1;1;0;1;Industry;0;1;1;-4071;-2134.0;-262.0;-15166;0.0035409999999999;House / apartment;Separated;Secondary / secondary special;Working;442621;41
Unknown;0.722392890081304;0.0;0.0;0.0;0.0;1.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7087720583181191;454500.0;17608.5;4.0;-811.0;2;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;454500.0;67500.0;0;0;0;0;0;0;0;0;10;WEDNESDAY;2;2;0;1;Business Entity;1;1;1;-4619;-8058.0;-2766.0;-14190;0.035792;House / apartment;Married;Secondary / secondary special;Working;299094;38
Laborers;0.6832688314232291;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5563007435444174;157500.0;11034.0;3.0;-484.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;178290.0;99000.0;0;0;0;0;0;0;0;0;12;TUESDAY;2;2;0;1;Business Entity;0;1;1;-3926;-2713.0;-2370.0;-14187;0.018634;House / apartment;Married;Secondary / secondary special;Working;119407;38
High skill tech staff;0.3441550073724169;0.0;0.0;0.0;1.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5987582057166251;495000.0;24750.0;2.0;-1290.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;495000.0;171000.0;0;1;1;0;0;0;0;0;15;MONDAY;2;2;0;1;Industry;0;1;1;-2487;-1585.0;-716.0;-19032;0.0066709999999999;House / apartment;Married;Secondary / secondary special;Working;161520;52
Core staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;8.0;0.0;8.0;0.0;0.6664181460330135;1845000.0;46768.5;2.0;-1.0;0;0;Cash loans;F;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;1845000.0;118292.85;0;0;0;0;0;0;0;0;16;WEDNESDAY;2;2;0;1;Government;1;1;1;-62;-411.0;-984.0;-8623;0.019101;House / apartment;Married;Higher education;State servant;242078;23
Accountants;0.5585066276769286;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;5.0;0.0;5.0;0.0;0.60073195190728;436500.0;35100.0;2.0;-1002.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;482593.5;202500.0;0;0;1;0;1;0;0;0;11;FRIDAY;3;3;1;1;Other;0;1;1;-3145;-543.0;-1377.0;-13370;0.002042;House / apartment;Married;Higher education;State servant;223215;36
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Children;0.0;0.0;0.0;0.0;0.4395885751666996;148500.0;19093.5;2.0;-523.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;168102.0;99000.0;1;0;0;0;0;0;0;0;16;WEDNESDAY;2;2;0;1;Business Entity;0;1;1;-1799;-7707.0;-1474.0;-11668;0.010643;House / apartment;Single / not married;Secondary / secondary special;Working;221046;31
Unknown;0.7062051096536562;0.0;0.0;0.0;0.0;2.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5123982607077575;1080000.0;31707.0;2.0;-340.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1080000.0;112500.0;0;0;0;0;0;0;0;0;9;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-4880;-4880.0;-1681.0;-21796;0.0196889999999999;House / apartment;Married;Higher education;Pensioner;179742;59
Laborers;0.6058362647264226;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;4.0;0.0;4.0;0.0;0.4276772481199458;576000.0;49113.0;2.0;-1755.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;621621.0;135000.0;1;1;1;0;0;0;0;0;9;WEDNESDAY;2;2;0;1;Self-employed;1;1;1;-2102;-3120.0;-1040.0;-18550;0.0228;House / apartment;Married;Secondary / secondary special;Working;228393;50
Sales staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.53804340986339;454500.0;16047.0;1.0;-380.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;544491.0;90000.0;0;0;0;0;0;0;0;0;10;MONDAY;2;2;0;1;Trade;0;1;1;-545;-7105.0;-1614.0;-17001;0.019101;House / apartment;Single / not married;Secondary / secondary special;Working;192198;46
Core staff;0.3154721549257734;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;4.0;0.0;4.0;0.0;0.2387781764778277;450000.0;21109.5;2.0;-366.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;450000.0;225000.0;0;0;0;0;0;0;0;0;8;TUESDAY;2;2;0;1;Bank;0;1;1;-2741;-547.0;-578.0;-11386;0.006629;House / apartment;Separated;Secondary / secondary special;Commercial associate;105060;31
Medicine staff;0.6363761710860439;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;7.0;0.0;7.0;0.0;0.6335009687006106;810000.0;33714.0;4.0;-291.0;2;0;Cash loans;F;Y;0;0;0;0;0;0;0;0;0;1;N;0;0;0;0;0;0;0;0;0;906228.0;164997.0;1;0;0;0;0;0;0;0;15;MONDAY;1;1;0;1;Kindergarten;1;1;1;-4414;-7058.0;-1282.0;-12936;0.032561;House / apartment;Married;Secondary / secondary special;State servant;195922;35
Sales staff;0.4489622731076524;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;5.0;0.0;5.0;0.0;0.4038855736392278;720000.0;45625.5;2.0;-1664.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;891072.0;126000.0;0;0;0;1;0;0;0;0;13;TUESDAY;2;2;0;1;Business Entity;0;1;1;-3380;-4588.0;-3965.0;-11982;0.022625;With parents;Married;Secondary / secondary special;Commercial associate;214075;32
Core staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;2.0;0.0;2.0;0.0;0.6750720046268032;99000.0;11083.5;2.0;-752.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;112068.0;126000.0;1;0;1;0;1;0;0;0;16;THURSDAY;2;2;0;1;Transport;0;1;1;-5333;-5333.0;-1867.0;-13922;0.02461;House / apartment;Married;Higher education;Working;142550;38
Managers;0.3217352821966848;0.0;0.0;0.0;0.0;0.0;2.0;Family;8.0;1.0;8.0;1.0;0.6992214578556262;1125000.0;52168.5;2.0;-449.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1312110.0;202500.0;0;0;0;0;0;0;0;0;13;SUNDAY;2;2;0;1;Military;0;1;1;-1433;-4579.0;-196.0;-11048;0.035792;House / apartment;Married;Higher education;Commercial associate;183903;30
Laborers;0.1528662291550415;0.0;0.0;0.0;0.0;1.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.4484254063704244;225000.0;10944.0;3.0;-1383.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;225000.0;270000.0;0;1;1;0;0;1;1;0;8;SATURDAY;2;2;0;1;Business Entity;1;1;1;-1689;-6429.0;-806.0;-14180;0.00712;House / apartment;Married;Secondary / secondary special;Working;151790;38
Managers;0.6347055309763198;0.0;0.0;0.0;0.0;1.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1888651223779059;1530000.0;47070.0;2.0;-833.0;1;1;Cash loans;M;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;1711764.0;324000.0;1;1;1;0;0;1;1;0;12;SUNDAY;2;2;0;1;Business Entity;1;1;1;-487;-467.0;-3258.0;-13179;0.035792;House / apartment;Single / not married;Higher education;Working;391428;36
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.4506981331911686;225000.0;21676.5;1.0;-316.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;278460.0;99000.0;0;1;1;0;0;0;0;0;10;SUNDAY;3;3;0;1;Business Entity;1;1;1;-508;-5361.0;-1551.0;-11455;0.018029;House / apartment;Single / not married;Secondary / secondary special;Working;387242;31
Drivers;0.1766525794312139;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6503919690347918;900000.0;40671.0;2.0;-1708.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;900000.0;540000.0;0;0;0;0;0;0;0;0;7;SATURDAY;2;2;0;1;Government;1;1;1;-3274;-4624.0;-1557.0;-12947;0.006629;House / apartment;Married;Higher education;State servant;118839;35
Unknown;0.5262949398096192;0.0;0.0;0.0;0.0;0.0;7.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6925343791471232;873000.0;33867.0;4.0;-905.0;2;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1045854.0;180000.0;0;0;1;0;1;0;0;0;12;FRIDAY;2;2;0;1;Business Entity;0;1;1;-4773;-6884.0;-2435.0;-14648;0.0196889999999999;House / apartment;Married;Secondary / secondary special;Commercial associate;183561;40
Unknown;0.4884551844437485;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;5.0;0.0;5.0;0.0;0.4725365344919281;675000.0;25101.0;1.0;-484.0;0;0;Cash loans;F;N;0;0;0;0;1;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;781920.0;180000.0;0;0;0;1;0;0;0;0;11;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-4039;-6203.0;-1681.0;-22337;0.0088659999999999;House / apartment;Separated;Secondary / secondary special;Pensioner;127689;61
Unknown;0.5779691187553125;0.0;0.0;0.0;2.0;0.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.3310040198388008;612000.0;32220.0;2.0;-1451.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;757413.0;81000.0;1;0;0;0;0;0;0;0;11;SATURDAY;3;3;0;1;Unknown;0;0;1;-1181;-1389.0;-1681.0;-17637;0.020246;House / apartment;Married;Higher education;Pensioner;343905;48
Drivers;0.4223696523543468;0.0;0.0;0.0;0.0;1.0;7.0;Unaccompanied;1.0;0.0;1.0;0.0;0.6228932101035792;450000.0;24412.5;2.0;-2040.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;450000.0;180000.0;0;1;1;0;0;0;0;0;12;THURSDAY;2;2;0;1;Self-employed;0;1;1;-3318;-1169.0;-2693.0;-11476;0.030755;House / apartment;Married;Secondary / secondary special;Working;172725;31
High skill tech staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;5.0;0.0;5.0;0.0;0.6978814578143742;675000.0;21775.5;2.0;-2458.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;675000.0;112500.0;0;1;0;0;1;0;0;0;18;WEDNESDAY;2;2;0;1;Self-employed;1;1;1;-4631;-4295.0;-2295.0;-14220;0.035792;House / apartment;Married;Secondary / secondary special;Working;432496;38
Medicine staff;0.4188542886233217;0.0;0.0;0.0;0.0;0.0;0.0;Family;0.0;0.0;0.0;0.0;0.008541643159538;1125000.0;37800.0;2.0;-2190.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1288350.0;180000.0;0;1;1;0;0;0;0;0;11;MONDAY;3;3;0;1;Medicine;0;1;1;-1651;-7970.0;-5786.0;-18103;0.006852;House / apartment;Married;Secondary / secondary special;State servant;183458;49
Laborers;0.3185955240537633;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;3.0;1.0;3.0;1.0;0.5480438828530343;180000.0;15466.5;2.0;-144.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;215640.0;135000.0;0;1;1;0;0;1;1;0;11;MONDAY;2;2;0;1;Industry;0;1;1;-3973;-2163.0;-321.0;-11613;0.028663;House / apartment;Married;Secondary / secondary special;Working;135828;31
High skill tech staff;0.3556387169923543;0.0;0.0;0.0;2.0;1.0;6.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7521057714242688;495000.0;38673.0;2.0;-1928.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;553806.0;315000.0;1;0;0;0;0;0;0;0;12;WEDNESDAY;1;1;0;1;Other;0;1;1;-1006;-4367.0;-6380.0;-17469;0.072508;Municipal apartment;Married;Secondary / secondary special;Working;388586;47
Core staff;0.6313545365850379;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;4.0;0.0;4.0;0.0;0.6169680804069924;544500.0;22783.5;2.0;-1270.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;630747.0;135000.0;0;0;0;0;0;0;0;0;15;WEDNESDAY;2;2;0;1;Government;0;1;1;-1759;-3850.0;-1586.0;-18220;0.018801;House / apartment;Separated;Higher education;Working;303141;49
Unknown;0.8027454758994178;0.0;0.0;0.0;1.0;1.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7137389777296912;675000.0;23773.5;1.0;-1268.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;808650.0;247500.0;0;0;0;0;0;0;0;0;10;SUNDAY;2;2;0;1;Unknown;0;0;1;-4014;-13519.0;-1681.0;-22530;0.006207;House / apartment;Single / not married;Secondary / secondary special;Pensioner;403104;61
Accountants;0.3201633668633456;0.0;0.0;0.0;0.0;1.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3744840034485191;927000.0;41337.0;2.0;-688.0;0;0;Cash loans;F;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1147257.0;225000.0;0;0;0;0;0;0;0;0;9;WEDNESDAY;3;3;1;1;Industry;0;1;1;-2384;-1153.0;-1520.0;-12138;0.007305;House / apartment;Married;Higher education;Commercial associate;187264;33
